hospital_name,last_updated_on,as_of_date,version,hospital_location,hospital_address,license_number|NJ,financial_aid_policy,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,
GONADOTROPIN CHORIONIC QUALITATIVE POC,2084703001,CDM,300,RC,84703,HCPCS,Facility,Both,,,182,72.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,9.1,102.284,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
POC SARS-COV-2 COVID-19 BY ANTIGEN DETECTION,2087426001,CDM,300,RC,87426,HCPCS,Facility,Both,,,124,49.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,14.13,69.688,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHIATRIC DIAGNOSTIC EVALUATION,2090791001,CDM,900,RC,90791,HCPCS,Facility,Both,,,790,316,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,114.55,395,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,2090792001,CDM,900,RC,90792,HCPCS,Facility,Both,,,836,334.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,121.22,608,12,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHOTHERAPY W/PATIENT 30 MINUTES,2090832001,CDM,914,RC,90832,HCPCS,Facility,Both,,,452,180.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,65.54,328.8,11,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHOTHERAPY W/PATIENT 45 MINUTES,2090834001,CDM,914,RC,90834,HCPCS,Facility,Both,,,539,215.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,75.03,392,11,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PSYCHOTHERAPY W/PATIENT 60 MINUTES,2090837001,CDM,914,RC,90837,HCPCS,Facility,Both,,,605,242,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,75.03,440,11,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS,2090847001,CDM,916,RC,90847,HCPCS,Facility,Both,,,497,198.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,60,361.6,11,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
GROUP PSYCHOTHERAPY,2090853001,CDM,915,RC,90853,HCPCS,Facility,Both,,,413,165.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,27.5,300,11,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ELECTROCONVULSIVE THERAPY,2090870001,CDM,901,RC,90870,HCPCS,Facility,Both,,,1870,748,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,271.15,1783,12,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PB ELECTROCONVULSIVE THERAPY,2090870002,CDM,901,RC,90870,HCPCS,Facility,Both,,,703,281.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,101.935,453,11,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ECG ROUTINE ECG W/LEAST 12 LDS TRCG ONLY W/O I&R,2093005001,CDM,730,RC,93005,HCPCS,Facility,Both,,,359,143.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,52.055,267.096,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
APPLICATION MODALITY 1/> AREAS HOT/COLD PACKS,2097010001,CDM,420,RC,97010,HCPCS,Facility,Both,,,66,26.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,9.57,9.57,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THERAPEUTIC PX 1/> AREAS EACH 15 MIN EXERCISES,2097110001,CDM,420,RC,97110,HCPCS,Facility,Both,,,231,92.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,33.495,33.495,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER PX 1/> AREAS EACH 15 MIN NEUROMUSC REEDUCAJ,2097112001,CDM,420,RC,97112,HCPCS,Facility,Both,,,200,80,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,29,29,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER PX 1/> AREAS EA 15 MIN GAIT TRAINJ W/STAIR,2097116001,CDM,420,RC,97116,HCPCS,Facility,Both,,,193,77.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,27.985,27.985,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER PX 1/> AREAS EACH 15 MINUTES MASSAGE,2097124001,CDM,420,RC,97124,HCPCS,Facility,Both,,,198,79.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,28.71,28.71,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
MANUAL THERAPY TQS 1/> REGIONS EACH 15 MINUTES,2097140001,CDM,420,RC,97140,HCPCS,Facility,Both,,,202,80.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,29.29,29.29,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THERAPEUTIC PROCEDURES GROUP 2/> INDIVIDUALS,2097150001,CDM,420,RC,97150,HCPCS,Facility,Both,,,150,60,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,21.75,21.75,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PHYSICAL THERAPY EVALUATION LOW COMPLEX 20 MINS,2097161001,CDM,424,RC,97161,HCPCS,Facility,Both,,,396,158.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,57.42,57.42,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PHYSICAL THERAPY EVALUATION MOD COMPLEX 30 MINS,2097162001,CDM,424,RC,97162,HCPCS,Facility,Both,,,453,181.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,65.685,65.685,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PHYSICAL THERAPY EVALUATION HIGH COMPLEX 45 MINS,2097163001,CDM,424,RC,97163,HCPCS,Facility,Both,,,611,244.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,88.595,88.595,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
THER ACTV DIR PT CONTACT BY PROVIDER EACH 15 MIN,2097530001,CDM,420,RC,97530,HCPCS,Facility,Both,,,188,75.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,27.26,27.26,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
SELF-CARE/HOME MGMT TRAINING EACH 15 MINUTES,2097535001,CDM,420,RC,97535,HCPCS,Facility,Both,,,196,78.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,28.42,28.42,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ORTHOTICS MGMT & TRAINJ INITIAL ENCTR EA 15 MINS,2097760001,CDM,420,RC,97760,HCPCS,Facility,Both,,,250,100,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,36.25,36.25,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN,2097763001,CDM,420,RC,97763,HCPCS,Facility,Both,,,206,82.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,29.87,29.87,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
OFFICE/OUTPATIENT NEW LOW MDM 30-44 MINUTES,2099203001,CDM,900,RC,99203,HCPCS,Facility,Both,,,523,209.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,60.06,261.5,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
OFFICE/OUTPATIENT ESTABLISHED MOD MDM 30-39 MIN,2099214001,CDM,900,RC,99214,HCPCS,Facility,Both,,,495,198,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,53.25,247.5,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
1ST HOSPITAL IP/OBS CARE SF/LOW MDM 40 MINUTES,2099221001,CDM,900,RC,99221,HCPCS,Facility,Both,,,164,65.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,23.78,270.5,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
INITIAL HOSPITAL CARE/DAY 30 MINUTES,2099221001A,CDM,900,RC,99221,HCPCS,Facility,Both,,,164,65.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,23.78,270.5,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
SBSQ HOSPITAL CARE/DAY 15 MINUTES,2099231001,CDM,900,RC,99231,HCPCS,Facility,Both,,,103,41.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,14.935,104.32,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
SBSQ HOSPITAL IP/OBS CARE SF/LOW MDM 25 MINUTES,2099231001A,CDM,900,RC,99231,HCPCS,Facility,Both,,,103,41.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,14.935,104.32,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
SBSQ HOSPITAL CARE/DAY 25 MINUTES,2099232001,CDM,900,RC,99232,HCPCS,Facility,Both,,,133,53.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,19.285,191.76,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
SBSQ HOSPITAL IP/OBS CARE MOD MDM 35 MINUTES,2099232001A,CDM,900,RC,99232,HCPCS,Facility,Both,,,133,53.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,19.285,191.76,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
HOSPITAL DISCHARGE DAY MANAGEMENT 30 MIN/<,2099238001,CDM,900,RC,99238,HCPCS,Facility,Both,,,121,48.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,17.545,194.29,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ADMIN. INFLUENZA VIRUS VACCINE,20G0008001,CDM,771,RC,G0008,HCPCS,Facility,Both,,,99,39.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,14.355,14.355,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ELECTRIC STIM UNATTENDED,20G0283001,CDM,420,RC,G0283,HCPCS,Facility,Both,,,147,58.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,21.315,21.315,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ALCOHOL AND/OR DRUG SERVICES IOP,20H0015001,CDM,906,RC,H0015,HCPCS,Facility,Outpatient,,,827,330.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,140,,,,109.48,387,24,Other,Per Visit,
ALCOHOL AND/OR DRUG SERVICES IOP,20H0015001A,CDM,915,RC,H0015,HCPCS,Facility,Both,,,827,330.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,27.5,413.5,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ALCOHOL AND/OR DRUG SERVICES IOP,20H0015001B,CDM,916,RC,H0015,HCPCS,Facility,Both,,,827,330.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,109.48,413.5,14,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
INTENSIVE OUTPATIENT PSYCHIATRIC SERVICES PER DIEM,20S9480001,CDM,911,RC,S9480,HCPCS,Facility,Both,,,1023,409.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,148.335,511.5,15,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
CRISIS INTERVENTION MENTAL HEALTH SERVICES PER HOUR,20S9484001,CDM,911,RC,S9484,HCPCS,Facility,Both,,,30,12,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,4.35,15,16,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
VENIPUNCTURE (LOP),3100000085,CDM,301,RC,36415,HCPCS,Facility,Both,,,47,18.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,6.815,34.968,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
HEPATITIS A ANTIBODY TOTAL,3100000128,CDM,302,RC,86708,HCPCS,Facility,Both,,,161,64.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,23.345,23.345,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
AMMONIA.,3100000142,CDM,301,RC,82140,HCPCS,Facility,Both,,,183,73.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,26.535,26.535,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
C-REACTIVE PROTEIN,3100000216,CDM,302,RC,86140,HCPCS,Facility,Both,,,108,43.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,15.66,15.66,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
HEPATIC FUNCTION PANEL QST,3500000001,CDM,300,RC,80076,HCPCS,Facility,Both,,,167,66.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,7,24.215,18,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
AMYLASE QST,3500000005,CDM,300,RC,82150,HCPCS,Facility,Both,,,138,55.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,20.01,20.01,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
HCG TOTAL QN QST,3500000007,CDM,300,RC,84702,HCPCS,Facility,Both,,,220,88,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,31.9,163.68,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
CREATINE KINASE TOTAL QST,3500000014,CDM,300,RC,82550,HCPCS,Facility,Both,,,123,49.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,17.835,17.835,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ELECTROLYTE PANEL QST,3500000019,CDM,300,RC,80051,HCPCS,Facility,Both,,,119,47.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,17.255,17.255,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
GGT QST,3500000020,CDM,300,RC,82977,HCPCS,Facility,Both,,,121,48.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,17.545,17.545,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
GLUCOSE QST,3500000022,CDM,300,RC,82947,HCPCS,Facility,Both,,,48,19.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,6.96,6.96,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
HEMOGLOBIN A1C QST,3500000026,CDM,300,RC,83036,HCPCS,Facility,Both,,,55,22,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,7.975,7.975,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
LIPASE QST,3500000028,CDM,300,RC,83690,HCPCS,Facility,Both,,,132,52.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,19.14,19.14,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
MAGNESIUM QST,3500000029,CDM,300,RC,83735,HCPCS,Facility,Both,,,138,55.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,20.01,20.01,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PHOSPHATE AS PHOSPHORUS QST,3500000031,CDM,300,RC,84100,HCPCS,Facility,Both,,,80,32,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,11.6,11.6,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
COMPREHENSIVE METABOLIC PANEL QST,3500000044,CDM,300,RC,80053,HCPCS,Facility,Both,,,341,136.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,49.445,253.704,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
LIPID PANEL STANDARD QST,3500000049,CDM,300,RC,80061,HCPCS,Facility,Both,,,255,102,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,36.975,36.975,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
CBC INCLUDES DIFF AND PLT QST,3500000051,CDM,300,RC,85025,HCPCS,Facility,Both,,,149,59.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,21.605,110.856,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
CBC H/H RBC INDICES WBC PLT QST,3500000055,CDM,300,RC,85027,HCPCS,Facility,Both,,,106,42.4,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,15.37,78.864,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
PROTHROMBIN TIME-INR QST,3500000056,CDM,300,RC,85610,HCPCS,Facility,Both,,,97,38.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,14.065,14.065,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
ANA SCREEN IFA WITH REFL TITER AND PATTERN QST,3500000057,CDM,300,RC,86038,HCPCS,Facility,Both,,,254,101.6,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,36.83,36.83,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
RPR DX WITH REFL TITER AND CONFIRMATORY TESTING QST,3500000058,CDM,300,RC,86592,HCPCS,Facility,Both,,,83,33.2,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,12.035,12.035,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
FTA-ABS QST,3500000066,CDM,300,RC,86780,HCPCS,Facility,Both,,,92,36.8,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,13.34,13.34,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
FERRITIN QST,3500000067,CDM,300,RC,82728,HCPCS,Facility,Both,,,210,84,WORKFORCE ASSISTANCE,ALL PRODUCTS,,,,,,30.45,30.45,19,Other,Service Package,"In these circumstances, the service may be packaged/bundled into a separate rate or priced through a separate carrier where the rate was not available. "
